Job_Title,Salary_Estimate,Rating,Company_Name,Location,Headquarters,Size,Type_of_Ownership,Industry,Sector,Revenue,Easy_Apply,Job_Description,Skills,Min_Salary,Max_Salary,Avg_Salary,Date
Data Analyst,$86K-$105K,,TechPulse,"Mumbai, MH","Bengaluru, KA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Analytics,100M-1B,No,Manager economy local. Inside another history their onto marriage whole.,SQL;Excel;Spark,86000,105000,95500,2016-06-17
Senior Data Analyst,$44K-$70K,,AnalyticaX,"Chennai, TN","Delhi, DL",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Analytics,10M-100M,No,Improve likely parent effort ability prepare performance. For remember history couple part. Difficult address country seem deal when television.,AWS;NLP;R,44000,70000,57000,2019-03-03
Data Analyst,$60K-$70K,,BioStats,"Bengaluru, KA","Pune, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Business Intelligence,<1M,No,Wish deep gas town operation beyond. Them fight education man statement it.,Tableau;Spark;Python;Deep Learning;PowerBI,60000,70000,65000,2018-01-07
Research Analyst,$83K-$106K,2.7,FinSight,"Hyderabad, TS","Delhi, DL",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Data Science,>1B,No,Allow remember sister skin. Talk office fish community executive husband eight. Property theory gas who nice method we approach.,Excel;Tableau,83000,106000,94500,2017-08-10
Data Scientist,$83K-$127K,2.7,RetailEdge,"San Francisco, CA","Delhi, DL",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Business Intelligence,<1M,Yes,Feeling natural machine help. Top artist but especially.,SQL;Spark;Deep Learning,83000,127000,105000,2023-09-07
Research Analyst,$40K-$51K,3.9,DataWorks,"Bengaluru, KA","San Francisco, CA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Business Intelligence,>1B,No,Six mean task.,Excel;Deep Learning;Statistics;Git,40000,51000,45500,2022-07-08
Research Analyst,$35K-$65K,4.3,HealthSense,"New York, NY","Pune, MH",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Business Intelligence,100M-1B,No,Attorney pick feel learn. Film within decade commercial market. Seek travel professional.,Spark;Python;AWS,35000,65000,50000,2017-10-01
BI Analyst,$82K-$94K,,HealthSense,"Chennai, TN","Pune, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Business Intelligence,>1B,Yes,Too authority piece ask. Still style speak could scene.,Git;Python;Deep Learning;PowerBI;Tableau;NLP,82000,94000,88000,2018-01-23
BI Analyst,$58K-$75K,4.7,FinSight,"Pune, MH","New York, NY",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Business Intelligence,10M-100M,Yes,His commercial resource tend society serious. Do himself those authority movie. Rule hard war think trial make far. Hear throw major hair mouth who force.,PowerBI;SQL;Statistics,58000,75000,66500,2024-06-10
Data Analyst,$85K-$109K,,AnalyticaX,"Delhi, DL","Pune, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Business Intelligence,>1B,No,Exactly gas itself simply feel discuss leader act. Perform find only attention. Project leave much beat.,Python;NLP;SQL,85000,109000,97000,2016-10-28
BI Analyst,$75K-$93K,4.6,Insightify,"Pune, MH","Mumbai, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Business Intelligence,<1M,No,Edge majority thing research light. Hair seat then hundred develop.,PowerBI;NLP;Python;Git,75000,93000,84000,2022-11-26
Senior Data Analyst,$36K-$60K,2.7,DataWorks,"New York, NY","Mumbai, MH",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Analytics,100M-1B,Yes,Morning speech already billion front team run. Nearly have hand interesting either.,Statistics;AWS;NLP;R;Tableau;Excel,36000,60000,48000,2020-11-04
Research Analyst,$72K-$106K,,FinSight,"Mumbai, MH","New York, NY",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Business Intelligence,1M-10M,Yes,Contain relate movie east effort live must. Guess product conference light none. Worry thousand color nor need painting ten certain.,Tableau;PowerBI;Git;Python;Statistics,72000,106000,89000,2020-12-03
Research Analyst,$31K-$46K,2.7,AnalyticaX,"Chennai, TN","Hyderabad, TS",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,<1M,Yes,Appear own against Republican. Manage environmental simple about. Never person claim increase news seven.,Statistics;Git;SQL;PowerBI;Tableau,31000,46000,38500,2016-06-13
Research Analyst,$86K-$118K,,Insightify,"San Francisco, CA","Bengaluru, KA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Product,<1M,No,Investment rich national his. Beat dog exist.,NLP;Python,86000,118000,102000,2018-01-02
Data Scientist,$69K-$114K,3.2,HealthSense,"Delhi, DL","Bengaluru, KA",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Analytics,<1M,Yes,Appear maintain live speech. Opportunity partner number measure stage relate threat future. Quality really standard key.,Spark;AWS;PowerBI;Deep Learning,69000,114000,91500,2024-10-01
BI Analyst,$50K-$89K,,BioStats,"Chennai, TN","Delhi, DL",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Business Intelligence,10M-100M,Yes,Hundred husband well list set character establish.,PowerBI;R;Tableau;Statistics;Excel;SQL,50000,89000,69500,2025-08-07
Research Analyst,$72K-$122K,4.1,TechPulse,"Mumbai, MH","Bengaluru, KA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Data Science,<1M,Yes,Race side need me. Network student section policy provide.,AWS;Statistics;NLP;Excel;SQL,72000,122000,97000,2018-10-11
Data Scientist,$68K-$124K,,FinSight,"Hyderabad, TS","Bengaluru, KA",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Product,100M-1B,No,Large none fund prove thank human section black. Above ground avoid born participant relationship us. Management read paper since education together back letter.,Git;Statistics,68000,124000,96000,2016-07-13
Data Scientist,$83K-$104K,3.9,DataWorks,"Mumbai, MH","Hyderabad, TS",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Data Science,<1M,No,Career customer traditional affect. Quickly likely your network green. Soon body point knowledge show expert card.,Deep Learning;Git;Python;Excel;PowerBI,83000,104000,93500,2018-04-26
BI Analyst,$82K-$96K,2.5,RetailEdge,"San Francisco, CA","Delhi, DL",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Business Intelligence,<1M,Yes,Mean television commercial have clear provide. Pressure draw entire minute indeed.,Python;PowerBI;Excel;Tableau;Deep Learning;Git,82000,96000,89000,2024-07-22
Data Scientist,$43K-$57K,3.2,FinSight,"San Francisco, CA","San Francisco, CA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Research,1M-10M,Yes,West production performance home listen partner hour. Cause green want blue nature civil property deal.,Excel;R;Statistics;Tableau;SQL;PowerBI,43000,57000,50000,2024-07-25
Research Analyst,$94K-$154K,4.4,Insightify,"Bengaluru, KA","Bengaluru, KA",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Product,<1M,Yes,Pull kid require before style seem budget. Surface improve end. Loss still far long full fight source.,Tableau;AWS;Python;Excel;Deep Learning,94000,154000,124000,2022-02-26
Data Analyst,$41K-$100K,2.9,FinSight,"Mumbai, MH","Pune, MH",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Product,>1B,Yes,Opportunity owner just young walk. Reflect mean cause Mrs environment provide. Quite kind painting difficult.,Spark;PowerBI;SQL;Git;Python;Excel,41000,100000,70500,2020-10-20
Data Analyst,$93K-$121K,2.9,Insightify,"New York, NY","Mumbai, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Research,10M-100M,No,Reality off new but eight. Event performance trade run fill measure.,Git;Spark;Excel,93000,121000,107000,2021-12-17
Data Analyst,$31K-$89K,,Insightify,"New York, NY","Mumbai, MH",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Business Intelligence,<1M,Yes,Develop pull person region soon nor. Concern into art sit American former.,PowerBI;SQL;AWS;NLP,31000,89000,60000,2019-08-13
Data Analyst,$63K-$83K,3.7,HealthSense,"Mumbai, MH","Hyderabad, TS",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Analytics,100M-1B,No,Arrive give dinner manager. Number white will four.,Git;Spark;Statistics;R;Tableau,63000,83000,73000,2019-01-21
Data Scientist,$100K-$106K,3.2,RetailEdge,"Pune, MH","Mumbai, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Data Science,<1M,No,Fight us including support sport to today. Wait training service performance way control herself important.,AWS;Python,100000,106000,103000,2023-01-26
Research Analyst,$97K-$129K,,RetailEdge,"San Francisco, CA","San Francisco, CA",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Product,>1B,Yes,It store movement for fact.,SQL;Statistics;Spark;Git;Deep Learning,97000,129000,113000,2016-02-03
BI Analyst,$56K-$98K,,TechPulse,"Chennai, TN","Pune, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Business Intelligence,>1B,Yes,System position could sit. Race open quite. Account audience single bit learn set black. During interview him finish.,Deep Learning;R;Tableau;Statistics;Spark,56000,98000,77000,2025-01-23
Senior Data Analyst,$82K-$119K,,BioStats,"New York, NY","Pune, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Business Intelligence,1M-10M,Yes,Fight me enter animal back happy front. Career treatment other fear list finish development. Western could successful first ten hot.,Tableau;Deep Learning;AWS;Statistics;Spark;NLP,82000,119000,100500,2022-05-14
Research Analyst,$63K-$79K,,DataWorks,"Chennai, TN","Hyderabad, TS",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Product,10M-100M,Yes,The fund director industry black blue type development. Itself about seven quite ten. Couple service state another market budget. Subject pattern behavior speech explain.,Excel;AWS;Python;Statistics;SQL;NLP,63000,79000,71000,2018-10-23
BI Analyst,$98K-$139K,,Insightify,"San Francisco, CA","Pune, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Product,<1M,No,Later also election its. My take well drug indicate prevent already.,NLP;Tableau,98000,139000,118500,2023-10-23
BI Analyst,$39K-$53K,2.7,TechPulse,"Hyderabad, TS","New York, NY",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Business Intelligence,>1B,Yes,Arm newspaper fill knowledge environment believe.,NLP;AWS;Statistics;Python,39000,53000,46000,2025-06-06
Research Analyst,$66K-$87K,,BioStats,"Pune, MH","Chennai, TN",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Product,100M-1B,No,Accept project instead product discuss say word indeed. Agree inside treat discussion.,SQL;NLP;Python,66000,87000,76500,2024-06-05
Senior Data Analyst,$60K-$90K,,DataWorks,"New York, NY","Bengaluru, KA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Product,<1M,Yes,Add wear worker box both bar. Federal woman large people night we. Other American bit.,Tableau;Excel;Python,60000,90000,75000,2022-03-24
BI Analyst,$59K-$116K,,RetailEdge,"Hyderabad, TS","Delhi, DL",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Business Intelligence,<1M,Yes,It financial new piece enjoy try seat. Art wear without put sea expert listen. International field whether. Nature campaign describe.,Spark;Git;NLP;R;Python;Deep Learning,59000,116000,87500,2018-06-16
Research Analyst,$65K-$81K,4.6,HealthSense,"Hyderabad, TS","Bengaluru, KA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Business Intelligence,>1B,Yes,From decision take want speak exactly. Score health entire then people attorney soldier all.,Excel;Deep Learning,65000,81000,73000,2022-09-01
Senior Data Analyst,$90K-$99K,,Insightify,"San Francisco, CA","Delhi, DL",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Analytics,<1M,No,Himself believe exist maybe product. Way through few positive next executive. North would so.,Statistics;SQL;Spark;Python;NLP,90000,99000,94500,2020-05-11
Data Scientist,$61K-$90K,,Insightify,"Pune, MH","Hyderabad, TS",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Product,10M-100M,No,Rather think town cell. Around according take season scientist southern per along.,Git;Spark;R;Excel;Python;SQL,61000,90000,75500,2019-07-16
Senior Data Analyst,$80K-$102K,3.1,AnalyticaX,"New York, NY","Delhi, DL",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Product,100M-1B,Yes,Pretty line soon me style top. Quickly enter voice event subject appear.,Spark;Statistics;AWS,80000,102000,91000,2022-09-24
Senior Data Analyst,$34K-$63K,3.6,HealthSense,"Hyderabad, TS","Hyderabad, TS",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Business Intelligence,100M-1B,Yes,First condition over standard instead government. Across participant respond administration.,PowerBI;Statistics,34000,63000,48500,2020-12-11
BI Analyst,$38K-$63K,,RetailEdge,"Pune, MH","Mumbai, MH",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Data Science,<1M,Yes,Side smile artist east stay ago. Amount leg particularly training dark however hear.,Excel;Deep Learning;AWS;SQL;Statistics;NLP,38000,63000,50500,2018-01-22
Data Scientist,$84K-$141K,,BioStats,"Delhi, DL","Chennai, TN",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Business Intelligence,10M-100M,Yes,Including tend public at mouth improve. Natural real memory alone.,Tableau;Deep Learning;AWS,84000,141000,112500,2019-11-16
BI Analyst,$78K-$115K,4.4,BioStats,"San Francisco, CA","Pune, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Business Intelligence,1M-10M,Yes,Could marriage television economic time happen agree. Finally no speech. Sport their whatever set room.,Statistics;R;AWS,78000,115000,96500,2024-08-18
Research Analyst,$48K-$69K,4.1,HealthSense,"Chennai, TN","Chennai, TN",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Product,<1M,No,Home raise nation. Hot continue which be speak nice let. Discuss budget magazine economy.,Python;Spark;Excel,48000,69000,58500,2024-08-13
Data Scientist,$92K-$97K,3.5,AnalyticaX,"Mumbai, MH","San Francisco, CA",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Business Intelligence,100M-1B,No,Inside society long rule wear follow. Rich development short bag game test. Rest country seat far one single half.,PowerBI;Statistics;R;Deep Learning,92000,97000,94500,2025-11-07
Data Analyst,$30K-$37K,,AnalyticaX,"New York, NY","Mumbai, MH",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Data Science,10M-100M,No,Check deal perhaps everyone black father. Color ready sure one.,Tableau;AWS;NLP;Deep Learning,30000,37000,33500,2022-09-21
BI Analyst,$33K-$88K,,RetailEdge,"San Francisco, CA","New York, NY",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Product,1M-10M,Yes,Exist ball worker. From fill great responsibility quality.,Spark;AWS;NLP;R,33000,88000,60500,2019-08-04
Data Scientist,$69K-$108K,2.6,DataWorks,"Hyderabad, TS","New York, NY",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Data Science,1M-10M,Yes,Day fund authority. Scientist wall enough drive.,PowerBI;AWS;Statistics;R,69000,108000,88500,2019-03-06
Research Analyst,$80K-$93K,3.4,HealthSense,"Chennai, TN","Delhi, DL",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Data Science,<1M,Yes,Cold information green so find manage. Something skin window discuss. Sport stuff although support state almost.,NLP;R;Python;Git,80000,93000,86500,2018-05-19
Data Scientist,$97K-$125K,,FinSight,"Bengaluru, KA","San Francisco, CA",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Data Science,1M-10M,No,Wife fly discuss still coach whole project group. Pick skin degree same. Whether red significant rock magazine tree per.,Spark;Statistics;Deep Learning;R;Git,97000,125000,111000,2024-10-05
Senior Data Analyst,$32K-$70K,,TechPulse,"Hyderabad, TS","Delhi, DL",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Research,1M-10M,Yes,Mind painting onto gas parent. Trade southern seek almost kid couple.,AWS;Spark,32000,70000,51000,2016-05-22
Data Scientist,$80K-$106K,,DataWorks,"New York, NY","Bengaluru, KA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Research,10M-100M,Yes,Standard market husband. Foot treatment cost help over.,Statistics;Deep Learning,80000,106000,93000,2020-11-04
Research Analyst,$89K-$129K,,BioStats,"Mumbai, MH","San Francisco, CA",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Analytics,>1B,Yes,International teacher whatever since very owner else. Lot save talk if laugh how possible five.,Deep Learning;SQL;R,89000,129000,109000,2016-03-01
Research Analyst,$45K-$73K,3.8,BioStats,"Mumbai, MH","Chennai, TN",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Analytics,<1M,No,Him when go a itself level may. Eye positive base parent.,Git;NLP;Deep Learning;R;SQL;Spark,45000,73000,59000,2024-05-25
Data Scientist,$78K-$87K,,AnalyticaX,"Bengaluru, KA","New York, NY",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Analytics,10M-100M,No,Still method child how. Room third late page tend receive concern. Effect not candidate themselves hospital.,Python;NLP;Git;Statistics;R;Excel,78000,87000,82500,2023-07-16
